Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-08-14T13:45:37.241Z","Included","auto","No","17539","0","58545","1031","77115","0.04"
"2025-08-14T13:41:24.523Z","Included","auto","No","25457","0","802905","1413","829775","0.23"
"2025-08-14T13:37:33.984Z","Included","auto","No","13401","0","1764476","4896","1782773","0.47"
"2025-08-14T13:37:00.545Z","Included","auto","No","8822","0","587420","678","596920","0.16"
"2025-08-14T13:35:14.818Z","Included","auto","No","1421","0","632274","6309","640004","0.18"
"2025-08-14T13:34:53.478Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-08-14T13:33:42.789Z","Included","auto","No","3919","0","1172191","1458","1177568","0.30"
"2025-08-14T13:32:30.879Z","Included","auto","No","8432","0","426050","600","435082","0.12"
"2025-08-14T13:30:52.523Z","Included","auto","No","8169","0","118984","3391","130544","0.05"
"2025-08-14T13:26:33.392Z","Included","auto","No","58662","0","615213","2048","675923","0.22"
"2025-08-14T13:20:12.983Z","Included","auto","No","76316","0","2915027","5562","2996905","0.83"
"2025-08-14T13:19:13.601Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-08-14T12:44:04.798Z","Errored, Not Charged","auto","No","119852","49984","8496763","44326","8710925","2.43"
"2025-08-14T12:41:25.620Z","Included","auto","No","66904","0","142861","1067","210832","0.11"
"2025-08-14T12:36:45.141Z","Included","auto","No","0","1025","0","57","1082","0.003"
"2025-08-14T12:14:05.269Z","Included","auto","No","63160","0","63908","3315","130383","0.09"
"2025-08-14T12:02:09.553Z","Included","auto","No","33374","0","859912","3811","897097","0.26"
"2025-08-14T11:59:43.192Z","Included","auto","No","0","1324","0","38","1362","0.003"
"2025-08-14T11:58:58.670Z","Included","auto","No","0","1528","0","434","1962","0.01"
"2025-08-14T11:54:45.117Z","Included","auto","No","30991","67801","1023266","15990","1138048","0.36"
"2025-08-14T11:53:10.740Z","Aborted, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-08-14T11:32:01.010Z","Errored, Not Charged","auto","No","88366","0","742327","35171","865864","0.41"
"2025-08-14T11:25:38.679Z","Included","auto","No","28831","0","381369","9324","419524","0.16"
"2025-08-14T11:17:27.071Z","Errored, Not Charged","auto","No","74762","0","3652059","12334","3739155","1.04"
"2025-08-14T11:15:22.053Z","Included","auto","No","4844","0","820556","3022","828422","0.22"
"2025-08-14T11:06:41.575Z","Errored, Not Charged","auto","No","4749","0","222234","19519","246502","0.14"
"2025-08-14T11:00:38.229Z","Included","auto","No","17884","0","55496","652","74032","0.03"
"2025-08-14T10:49:37.543Z","Included","auto","No","11512","0","177278","5199","193989","0.08"
"2025-08-14T10:46:53.455Z","Included","auto","No","32753","0","268740","5635","307128","0.12"
"2025-08-14T10:42:55.675Z","Included","auto","No","17109","0","61698","2296","81103","0.04"
"2025-08-14T10:41:14.908Z","Included","auto","No","12277","0","494260","2882","509419","0.15"
"2025-08-14T10:40:08.331Z","Included","auto","No","15753","0","429061","1804","446618","0.13"
"2025-08-14T10:38:53.961Z","Included","auto","No","16242","0","206713","1258","224213","0.07"
"2025-08-14T10:37:06.667Z","Included","auto","No","13097","0","302293","955","316345","0.09"
"2025-08-14T10:34:27.311Z","Included","auto","No","10903","0","163536","4949","179388","0.07"
"2025-08-14T10:33:28.571Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-08-14T10:31:13.496Z","Included","auto","No","70552","0","70968","3321","144841","0.10"
"2025-08-14T10:06:57.127Z","Included","auto","No","85341","0","67013","8645","160999","0.14"
"2025-08-14T09:34:40.333Z","Included","auto","No","6785","0","818323","1571","826679","0.22"
"2025-08-14T09:34:04.941Z","Included","auto","No","705","0","70501","471","71677","0.02"
"2025-08-14T09:31:30.572Z","Included","auto","No","11733","0","334299","715","346747","0.10"
"2025-08-14T09:26:54.445Z","Included","auto","No","20187","0","1563792","3877","1587856","0.43"
"2025-08-14T09:10:47.928Z","Included","auto","No","39339","0","2691899","8531","2739769","0.75"
"2025-08-14T09:09:45.656Z","Included","auto","No","614","0","106419","1070","108103","0.03"
"2025-08-14T09:06:18.576Z","Included","auto","No","6498","0","99922","369","106789","0.03"
"2025-08-14T09:03:49.593Z","Included","auto","No","96440","0","3483","3397","103320","0.11"
"2025-08-14T08:53:40.414Z","Included","auto","No","14313","0","1586293","2986","1603592","0.42"
"2025-08-14T08:50:35.597Z","Included","auto","No","2575","0","255028","501","258104","0.07"
"2025-08-14T08:48:46.645Z","Errored, Not Charged","auto","No","6136","0","720093","1834","728063","0.19"
"2025-08-14T08:47:16.889Z","Included","auto","No","4875","0","182645","1320","188840","0.06"
"2025-08-14T08:45:55.038Z","Included","auto","No","1598","0","91798","3611","97007","0.04"
"2025-08-14T08:44:46.424Z","Included","auto","No","745","0","91054","1473","93272","0.03"
"2025-08-14T08:43:57.455Z","Included","auto","No","486","0","77256","276","78018","0.02"
"2025-08-14T08:42:16.555Z","Errored, Not Charged","auto","No","2944","0","453797","1042","457783","0.12"
"2025-08-14T08:40:40.144Z","Included","auto","No","2648","0","88407","597","91652","0.03"
"2025-08-14T08:38:07.020Z","Included","auto","No","4489","0","572909","1213","578611","0.15"
"2025-08-14T08:36:19.288Z","Included","auto","No","23200","0","65208","1477","89885","0.05"
"2025-08-14T08:34:14.417Z","Included","auto","No","10733","0","776843","2890","790466","0.22"
"2025-08-14T08:31:46.464Z","Included","auto","No","19341","0","1121361","4726","1145428","0.32"
"2025-08-14T08:28:30.937Z","Included","auto","No","20445","0","743494","3593","767532","0.22"
"2025-08-14T08:21:20.284Z","Included","auto","No","15846","0","327405","3618","346869","0.11"
"2025-08-14T08:16:36.960Z","Included","auto","No","24146","0","671382","2609","698137","0.20"
"2025-08-14T08:02:46.240Z","Included","auto","No","21308","0","656914","8261","686483","0.22"
"2025-08-14T07:58:02.533Z","Included","auto","No","89331","0","449807","538","539676","0.20"
"2025-08-14T07:57:54.624Z","Errored, Not Charged","gpt-5","No","0","0","0","0","0","0.00"
"2025-08-13T22:37:55.583Z","Included","gpt-5","No","0","19381","62720","556","82657","0.04"
"2025-08-13T22:30:34.428Z","Included","gpt-5","No","0","36693","314496","12222","363411","0.21"
"2025-08-13T22:30:12.576Z","Included","gpt-5","No","0","544","84096","1132","85772","0.02"
"2025-08-13T22:29:51.927Z","Included","gpt-5","No","0","69715","547712","2629","620056","0.18"
"2025-08-13T22:29:46.326Z","Included","gpt-5","No","0","485","89856","1272","91613","0.02"
"2025-08-13T22:27:43.973Z","Included","gpt-5","No","0","2934","113408","1337","117679","0.03"
"2025-08-13T22:27:34.049Z","Included","gpt-5","No","0","28265","407936","5940","442141","0.15"
"2025-08-13T22:27:28.650Z","Included","gpt-5","No","0","16101","218624","3515","238240","0.08"
"2025-08-13T22:21:05.221Z","Included","gpt-5","No","0","54512","409600","7722","471834","0.20"
"2025-08-13T22:20:58.364Z","Included","gpt-5","No","0","31831","193024","10882","235737","0.17"
"2025-08-13T22:20:51.654Z","Included","gpt-5","No","0","63811","223872","10894","298577","0.22"
"2025-08-13T22:20:44.261Z","Included","gpt-5","No","0","116306","609920","15464","741690","0.38"
"2025-08-13T22:20:26.866Z","Included","gpt-5","No","0","12360","242688","8437","263485","0.13"
"2025-08-13T22:17:41.905Z","Included","gpt-5","No","0","112769","338560","16875","468204","0.35"
"2025-08-13T22:15:29.109Z","Included","gpt-5","No","0","7823","285056","3676","296555","0.08"
"2025-08-13T22:11:06.040Z","Included","gpt-5","No","0","161149","267264","2820","431233","0.26"
"2025-08-13T22:07:11.938Z","Included","gpt-5","No","0","1543","122496","1058","125097","0.03"
"2025-08-13T21:55:39.517Z","Included","gpt-5","No","0","2162","120448","2644","125254","0.04"
"2025-08-13T21:47:50.438Z","Included","gpt-5","No","0","66506","290048","10024","366578","0.22"
"2025-08-13T21:40:06.128Z","Included","gpt-5","No","0","28576","141568","13626","183770","0.19"
"2025-08-13T21:30:47.832Z","Included","gpt-5","No","0","66254","121472","7555","195281","0.17"
"2025-08-13T21:12:36.118Z","Included","gpt-5","No","0","15932","164352","559","180843","0.05"
"2025-08-13T21:04:29.416Z","Included","gpt-5","No","0","18546","294912","9491","322949","0.15"
"2025-08-13T20:51:45.482Z","Included","gpt-5","No","0","143404","2560","2334","148298","0.20"
"2025-08-13T20:30:09.569Z","Included","gpt-5","No","0","2343","840448","1485","844276","0.12"
"2025-08-13T20:28:51.158Z","Included","gpt-5","No","0","1248","123264","412","124924","0.02"
"2025-08-13T20:23:40.725Z","Included","gpt-5","No","0","72092","1535872","7227","1615191","0.35"
"2025-08-13T20:21:27.831Z","Included","gpt-5","No","0","71265","52096","749","124110","0.10"
"2025-08-13T20:07:51.471Z","Included","gpt-5","No","0","145152","511872","21304","678328","0.46"
"2025-08-13T20:04:42.067Z","Included","gpt-5","No","0","2537","114432","2598","119567","0.04"
"2025-08-13T20:03:12.782Z","Included","gpt-5","No","0","4064","117376","854","122294","0.03"
"2025-08-13T19:59:45.372Z","Included","gpt-5","No","0","62805","391424","6045","460274","0.19"
"2025-08-13T19:57:02.256Z","Included","gpt-5","No","0","778","116608","2315","119701","0.04"
"2025-08-13T19:54:24.668Z","Included","gpt-5","No","0","19447","97280","2038","118765","0.06"
"2025-08-13T19:50:59.738Z","Included","gpt-5","No","0","2087","95232","1033","98352","0.02"
"2025-08-13T19:43:22.137Z","Included","gpt-5","No","0","189585","362112","15688","567385","0.44"
"2025-08-13T15:20:03.386Z","Included","gpt-5","No","0","126847","63232","3622","193701","0.20"
"2025-08-13T15:02:09.248Z","Included","gpt-5","No","0","5643","581888","5772","593303","0.14"
"2025-08-13T14:59:06.313Z","Included","gpt-5","No","0","2526","463104","3794","469424","0.10"
"2025-08-13T14:55:59.266Z","Included","gpt-5","No","0","3587","447616","4176","455379","0.10"
"2025-08-13T14:53:35.084Z","Included","gpt-5","No","0","1706","349440","2276","353422","0.07"
"2025-08-13T14:51:33.240Z","Included","gpt-5","No","0","1227","171136","1860","174223","0.04"
"2025-08-13T14:49:40.263Z","Included","gpt-5","No","0","848","168832","1801","171481","0.04"
"2025-08-13T14:46:27.841Z","Included","gpt-5","No","0","1263","166528","2098","169889","0.04"
"2025-08-13T14:44:41.405Z","Errored, Not Charged","gpt-5","No","0","340","82688","495","83523","0.02"
"2025-08-13T14:42:11.714Z","Included","gpt-5","No","0","2744","161792","1352","165888","0.04"
"2025-08-13T14:40:04.517Z","Included","gpt-5","No","0","76502","84864","2393","163759","0.13"
"2025-08-13T14:36:16.899Z","Included","gpt-5","No","0","4011","231424","2213","237648","0.06"
"2025-08-13T14:33:51.712Z","Included","gpt-5","No","0","1028","150144","1294","152466","0.03"
"2025-08-13T14:28:16.676Z","Included","gpt-5","No","0","1955","146560","4603","153118","0.07"
"2025-08-13T14:27:28.688Z","Aborted, Not Charged","gpt-5","No","0","0","0","0","0","0.00"
"2025-08-13T14:20:23.624Z","Included","gpt-5","No","0","874","72192","2810","75876","0.04"
"2025-08-13T14:18:02.318Z","Included","gpt-5","No","0","350","71936","2045","74331","0.03"
"2025-08-13T14:11:44.725Z","Included","gpt-5","No","0","707","104448","2608","107763","0.04"
"2025-08-13T14:09:58.630Z","Included","gpt-5","No","0","1016","139520","2867","143403","0.05"
"2025-08-13T14:03:47.135Z","Included","gpt-5","No","0","594","69120","1018","70732","0.02"
"2025-08-13T14:00:43.549Z","Included","gpt-5","No","0","63923","5248","1851","71022","0.10"
"2025-08-13T13:55:54.388Z","Included","gpt-5","No","0","755","64512","1741","67008","0.03"
"2025-08-13T13:50:11.402Z","Included","gpt-5","No","0","3006","252416","6420","261842","0.10"
"2025-08-13T13:50:02.370Z","Errored, Not Charged","gpt-5","No","0","0","0","0","0","0.00"
"2025-08-13T13:48:03.006Z","Included","gpt-5","No","0","4757","110848","3712","119317","0.06"
"2025-08-13T13:47:30.637Z","Included","gpt-5","No","0","723","61056","2116","63895","0.03"
"2025-08-13T13:43:54.067Z","Included","gpt-5","No","0","58570","62720","5309","126599","0.13"
"2025-08-13T13:19:25.601Z","Included","gpt-5","No","0","121","59264","433","59818","0.01"
"2025-08-13T13:18:08.724Z","Errored, Not Charged","gpt-5","No","0","0","0","0","0","0.00"
"2025-08-13T13:16:06.847Z","Included","gpt-5","No","0","477","135808","2099","138384","0.04"
"2025-08-13T13:13:20.139Z","Included","gpt-5","No","0","2496","267136","3412","273044","0.07"
"2025-08-13T13:10:01.375Z","Included","gpt-5","No","0","133334","0","2756","136090","0.19"
"2025-08-13T12:50:10.046Z","Included","gpt-5","No","0","258","128896","340","129494","0.02"
"2025-08-13T12:47:11.973Z","Included","gpt-5","No","0","659","130944","1122","132725","0.03"
"2025-08-13T12:44:45.542Z","Included","gpt-5","No","0","745","130304","868","131917","0.03"
"2025-08-13T12:42:09.191Z","Included","gpt-5","No","0","568","129792","1419","131779","0.03"
"2025-08-13T12:32:40.804Z","Included","gpt-5","No","0","655","129152","1320","131127","0.03"
"2025-08-13T12:29:06.576Z","Included","gpt-5","No","0","423","128768","1351","130542","0.03"
"2025-08-13T12:25:01.013Z","Included","gpt-5","No","0","2839","252032","3514","258385","0.07"
"2025-08-13T12:23:20.152Z","Included","gpt-5","No","0","32434","93440","1752","127626","0.07"
"2025-08-13T12:20:28.145Z","Included","gpt-5","No","0","833","92672","1946","95451","0.03"
"2025-08-13T12:18:32.341Z","Included","gpt-5","No","0","719","92032","2138","94889","0.03"
"2025-08-13T12:17:31.450Z","Errored, Not Charged","gpt-5","No","0","0","0","0","0","0.00"
"2025-08-13T12:16:11.647Z","Included","gpt-5","No","0","779","91264","1578","93621","0.03"
"2025-08-13T12:12:39.148Z","Included","gpt-5","No","0","480","90880","1547","92907","0.03"
"2025-08-13T12:08:37.761Z","Included","gpt-5","No","0","796","90112","3489","94397","0.05"
"2025-08-13T12:06:55.370Z","Included","gpt-5","No","0","214","89984","1560","91758","0.03"
"2025-08-13T12:02:07.732Z","Included","gpt-5","No","0","7652","168192","5526","181370","0.09"
"2025-08-13T11:57:55.886Z","Included","gpt-5","No","0","1018","81280","3695","85993","0.05"
"2025-08-13T11:45:16.841Z","Included","gpt-5","No","0","4979","153216","5255","163450","0.08"
"2025-08-13T11:40:08.010Z","Included","gpt-5","No","0","1596","155520","2622","159738","0.05"
"2025-08-13T11:35:13.988Z","Included","gpt-5","No","0","1546","152960","3799","158305","0.06"
"2025-08-13T11:27:49.527Z","Included","gpt-5","No","0","667","75648","1496","77811","0.03"
"2025-08-13T11:19:57.537Z","Included","gpt-5","No","0","75995","238848","14611","329454","0.27"
"2025-08-13T10:43:52.880Z","Included","gpt-5","No","0","13284","387968","5322","406574","0.12"
"2025-08-13T10:41:44.040Z","Included","gpt-5","No","0","72055","67584","3479","143118","0.13"
"2025-08-13T10:34:47.984Z","Included","gpt-5","No","0","71306","216832","8511","296649","0.20"
"2025-08-12T22:01:56.159Z","Included","gpt-5","No","0","2135","848384","1651","852170","0.13"
"2025-08-12T21:54:42.863Z","Included","gpt-5","No","0","335","120064","1284","121683","0.03"
"2025-08-12T21:40:25.202Z","Included","gpt-5","No","0","68283","471424","13093","552800","0.28"
"2025-08-12T21:36:05.845Z","Errored, Not Charged","gpt-5","No","0","143769","205952","3195","352916","0.24"
"2025-08-12T18:47:44.641Z","Included","gpt-5","No","0","28330","651776","23695","703801","0.35"
"2025-08-12T18:38:18.364Z","Included","gpt-5","No","0","241070","559488","15694","816252","0.53"
"2025-08-12T18:24:07.640Z","Included","gpt-5","No","0","2316","63104","2502","67922","0.04"
"2025-08-12T18:13:24.416Z","Included","gpt-5","No","0","120914","55552","5270","181736","0.21"
"2025-08-12T17:25:23.832Z","Included","gpt-5","No","0","82574","680448","23710","786732","0.43"
"2025-08-12T17:10:06.321Z","Included","gpt-5","No","0","950703","785792","5269","1741764","1.34"
"2025-08-12T16:49:37.776Z","Included","gpt-5","No","0","2650069","2789760","12010","5451839","3.78"
"2025-08-12T16:46:50.063Z","Included","gpt-5","No","0","229089","102400","4321","335810","0.34"
"2025-08-12T16:44:32.007Z","Included","gpt-5","No","0","105644","102784","3097","211525","0.18"
"2025-08-12T16:39:56.688Z","Included","gpt-5","No","0","333396","459520","3121","796037","0.51"
"2025-08-12T16:36:25.127Z","Included","gpt-5","No","0","12714","703232","6869","722815","0.17"
"2025-08-12T16:30:36.819Z","Included","gpt-5","No","0","123212","925568","12767","1061547","0.40"
"2025-08-12T16:27:15.213Z","Included","gpt-5","No","0","437483","0","3263","440746","0.58"
"2025-08-12T16:22:15.717Z","Included","gpt-5","No","0","14763","263552","6096","284411","0.11"
"2025-08-12T16:15:38.904Z","Included","gpt-5","No","0","267891","763776","3633","1035300","0.47"
"2025-08-12T16:06:39.487Z","Errored, Not Charged","gpt-5","No","0","1254518","818176","16662","2089356","1.84"
"2025-08-12T15:14:12.300Z","Included","gpt-5","No","0","420075","0","4044","424119","0.57"
"2025-08-12T14:55:18.156Z","Included","gpt-5","No","0","137957","266112","5004","409073","0.26"
"2025-08-12T14:53:17.843Z","Included","gpt-5","No","0","134110","127616","512","262238","0.19"
"2025-08-12T14:51:27.275Z","Included","gpt-5","No","0","135673","382976","777","519426","0.23"
"2025-08-12T14:50:04.933Z","Included","gpt-5","No","0","385757","125696","792","512245","0.51"
"2025-08-12T14:45:08.628Z","Included","gpt-5","No","0","258292","245248","1845","505385","0.37"
"2025-08-12T14:41:47.284Z","Included","gpt-5","No","0","249671","123648","1584","374903","0.34"
"2025-08-12T14:40:09.049Z","Included","gpt-5","No","0","245138","119168","1152","365458","0.33"
"2025-08-12T14:36:58.332Z","Included","gpt-5","No","0","472773","0","3321","476094","0.62"
"2025-08-12T14:22:45.416Z","Included","auto","No","0","1343","0","28","1371","0.003"
"2025-08-12T14:20:40.740Z","Included","auto","No","0","377","0","13","390","0.001"
"2025-08-12T13:12:07.285Z","Included","gpt-5","No","0","876728","569088","17536","1463352","1.34"
"2025-08-12T13:11:15.668Z","Included","auto","No","12905","0","173424","605","186934","0.06"
"2025-08-12T13:09:25.567Z","Included","auto","No","849","0","167822","434","169105","0.04"
"2025-08-12T13:07:17.492Z","Errored, Not Charged","auto","No","5628","0","806370","1574","813572","0.21"
"2025-08-12T12:59:09.098Z","Included","auto","No","19642","0","1568886","5641","1594169","0.43"
"2025-08-12T12:52:41.299Z","Included","auto","No","203858","0","4985509","25142","5214509","1.55"
"2025-08-12T12:51:46.638Z","Included","auto","No","69249","0","188011","717","257977","0.12"
"2025-08-12T12:51:11.567Z","User API Key","qwen/qwen3-coder:free","No","0","0","0","0","0","0.00"
"2025-08-12T12:36:46.277Z","User API Key","qwen/qwen3-coder:free","No","0","0","0","0","0","0.00"
"2025-08-12T12:35:26.728Z","User API Key","Qwen3-Coder-480B-A35B-Instruct","No","0","0","0","0","0","0.00"
"2025-08-06T23:41:21.428Z","Included","auto","No","6563","0","228403","2098","237064","0.07"
"2025-08-06T23:38:17.784Z","Included","auto","No","75595","0","645780","1696","723071","0.24"
"2025-08-06T23:32:42.386Z","Included","auto","No","23322","0","1720631","6889","1750842","0.48"
"2025-08-06T23:27:13.779Z","Included","auto","No","9409","0","379128","1302","389839","0.11"
"2025-08-06T23:22:03.769Z","Included","auto","No","10025","0","559623","2585","572233","0.16"
"2025-08-06T23:19:50.881Z","Included","auto","No","16144","0","310026","1017","327187","0.10"
"2025-08-06T23:17:58.542Z","Included","auto","No","32838","0","67825","2146","102809","0.06"
"2025-08-06T22:41:10.442Z","Included","auto","No","530","0","32015","464","33009","0.01"
"2025-08-06T22:39:17.205Z","Included","auto","No","30631","0","70523","6822","107976","0.08"
"2025-08-06T21:59:13.138Z","Errored, Not Charged","claude-4-sonnet-thinking","No","120118","12931","123885","2269","259203","0.56"
"2025-08-06T21:58:49.804Z","Errored, Not Charged","auto","No","0","47694","0","2862","50556","0.02"
"2025-08-06T21:57:44.710Z","Included","auto","No","34657","0","100283","1739","136679","0.07"
"2025-08-06T21:55:30.430Z","Included","claude-4-sonnet-thinking","No","8453","3823","507779","2505","522560","0.23"
"2025-08-06T21:55:08.453Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-08-06T21:55:03.249Z","Errored, Not Charged","claude-4-sonnet-thinking","No","0","0","0","0","0","0.00"
"2025-08-06T21:53:51.930Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-08-06T21:52:43.290Z","Included","auto","No","56548","0","197475","1765","255788","0.11"
"2025-08-06T21:46:44.883Z","Included","auto","No","4535","0","315842","1910","322287","0.09"
"2025-08-06T21:46:23.492Z","Aborted, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-08-06T21:42:53.954Z","Included","auto","No","2930","0","446357","1540","450827","0.12"
"2025-08-06T21:42:03.898Z","Included","auto","No","1174","0","217014","364","218552","0.06"
"2025-08-06T21:38:02.212Z","Included","auto","No","15285","0","666094","2191","683570","0.19"
"2025-08-06T21:34:36.072Z","Included","auto","No","46675","0","1133718","3304","1183697","0.34"
"2025-08-06T21:30:53.065Z","Included","auto","No","34169","0","2297839","11771","2343779","0.66"
"2025-08-06T21:29:38.319Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-08-06T21:29:35.456Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-08-06T21:27:13.366Z","Errored, Not Charged","auto","No","12719","0","818652","2740","834111","0.23"
"2025-08-06T21:24:27.641Z","Included","auto","No","8211","0","639350","3938","651499","0.18"
"2025-08-06T21:21:47.600Z","Included","auto","No","24210","0","539351","2081","565642","0.17"
"2025-08-06T21:19:16.838Z","Included","auto","No","303","0","40910","255","41468","0.01"
"2025-08-06T21:17:42.538Z","Included","auto","No","37421","0","309829","1613","348863","0.12"
"2025-08-06T21:14:34.003Z","Errored, Not Charged","claude-4-sonnet-thinking","No","25692","1113","261172","3092","291069","0.22"
"2025-08-06T21:10:40.931Z","Included","claude-4-sonnet-thinking","No","21217","181","374540","4764","400702","0.26"
"2025-08-06T21:08:00.861Z","Included","claude-4-sonnet-thinking","No","4583","514","1098568","1838","1105503","0.38"
"2025-08-06T21:06:21.044Z","Errored, Not Charged","claude-4-sonnet-thinking","No","6255","637","1159299","2396","1168587","0.41"
"2025-08-06T21:02:28.298Z","Included","claude-4-sonnet-thinking","No","9095","606","2063013","4729","2077443","0.73"
"2025-08-06T20:58:26.041Z","Included","claude-4-sonnet-thinking","No","5185","810","407327","883","414205","0.16"
"2025-08-06T20:55:20.621Z","Included","claude-4-sonnet-thinking","No","101902","180","502157","1162","605401","0.55"
"2025-08-06T20:52:37.158Z","Included","claude-4-sonnet-thinking","No","12676","5511","1415114","3511","1436812","0.54"
"2025-08-06T20:47:09.396Z","Included","claude-4-sonnet-thinking","No","9843","713","1068278","2521","1081355","0.40"
"2025-08-06T20:42:57.185Z","Errored, Not Charged","claude-4-sonnet-thinking","No","67661","610","740234","2582","811087","0.52"
"2025-08-06T20:40:18.723Z","Included","claude-4-sonnet-thinking","No","69908","560","856936","4721","932125","0.59"
"2025-08-06T20:37:25.985Z","Included","claude-4-sonnet-thinking","No","96743","116937","360728","7708","582116","0.55"
"2025-08-06T20:33:29.541Z","Included","claude-4-sonnet-thinking","No","148478","718","2173580","2953","2325729","1.26"
"2025-08-06T20:28:14.370Z","Included","claude-4-sonnet-thinking","No","9408","213","2402272","3517","2415410","0.81"
"2025-08-06T20:26:30.852Z","Included","claude-4-sonnet-thinking","No","128784","607","255341","739","385471","0.57"
"2025-08-06T20:25:39.189Z","Included","claude-4-sonnet-thinking","No","126991","495","0","113","127599","0.48"
"2025-08-06T20:25:19.144Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-08-06T20:24:26.890Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-08-06T20:21:14.870Z","Included","auto","No","10280","0","979059","2611","991950","0.27"
"2025-08-06T20:19:45.806Z","Included","auto","No","521","0","92891","483","93895","0.03"
"2025-08-06T20:16:34.916Z","Included","auto","No","7302","0","528792","748","536842","0.14"
"2025-08-06T20:16:03.139Z","Included","auto","No","1013","0","169843","98","170954","0.04"
"2025-08-06T20:15:07.428Z","Included","auto","No","81104","0","167840","730","249674","0.13"
"2025-08-06T20:08:21.106Z","Included","auto","No","34155","0","1450402","9076","1493633","0.43"
"2025-08-06T20:05:43.816Z","Errored, Not Charged","auto","No","38422","0","625141","2260","665823","0.20"
"2025-08-06T19:18:29.635Z","Included","auto","No","6221","0","433154","1238","440613","0.12"
"2025-08-06T19:15:48.330Z","Included","auto","No","19806","0","401364","3116","424286","0.13"
"2025-08-06T19:14:15.250Z","Included","auto","No","4340","0","79212","477","84029","0.03"
"2025-08-06T19:11:08.451Z","Included","auto","No","22055","0","179701","1186","202942","0.07"
"2025-08-06T17:57:11.653Z","Included","auto","No","7177","0","13568","465","21210","0.01"
"2025-08-06T10:22:21.091Z","Included","auto","No","28288","0","93704","456","122448","0.05"
"2025-08-06T10:19:44.428Z","Included","auto","No","0","453","3584","104","4141","0.004"
"2025-08-06T10:18:15.215Z","Included","auto","No","0","1212","3584","126","4922","0.01"
"2025-08-06T10:15:42.679Z","Included","auto","No","0","3814","0","46","3860","0.01"
"2025-08-06T10:14:44.429Z","Included","auto","No","1936","0","39172","1176","42284","0.02"
"2025-08-06T10:12:04.304Z","Included","auto","No","6789","0","30070","1306","38165","0.02"
"2025-08-06T10:09:46.158Z","Included","auto","No","1669","0","62824","1267","65760","0.02"
"2025-08-06T10:08:07.316Z","Included","auto","No","2363","0","25300","318","27981","0.01"
"2025-08-06T10:07:12.582Z","Errored, Not Charged","auto","No","12092","0","212564","866","225522","0.07"
"2025-08-06T10:04:32.584Z","Errored, Not Charged","auto","No","11256","0","45938","1358","58552","0.03"
"2025-08-05T15:15:47.537Z","Included","auto","No","65188","0","266727","2258","334173","0.14"
"2025-08-05T14:45:02.093Z","Included","auto","No","20","0","62677","382","63079","0.02"
"2025-08-05T14:44:20.508Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-08-05T14:42:50.528Z","Included","auto","No","11246","0","92152","521","103919","0.04"
"2025-08-05T14:41:43.540Z","Included","auto","No","13722","0","183082","1118","197922","0.06"
"2025-08-05T14:34:22.956Z","Included","auto","No","4390","0","46848","1792","53030","0.02"
"2025-08-05T14:33:29.610Z","Included","auto","No","1247","0","43106","138","44491","0.01"
"2025-08-05T14:31:36.377Z","Errored, Not Charged","auto","No","17629","0","169640","1044","188313","0.06"
"2025-08-05T14:13:48.936Z","Included","auto","No","1352","0","31171","296","32819","0.01"
"2025-08-05T14:12:53.578Z","Included","auto","No","11293","0","59853","806","71952","0.03"
"2025-08-05T10:45:45.562Z","Included","auto","No","0","7109","0","21","7130","0.01"
"2025-08-05T10:45:05.224Z","Included","auto","No","0","3518","3584","224","7326","0.01"
"2025-08-05T10:43:52.244Z","Included","auto","No","0","1235","3584","86","4905","0.005"
"2025-08-05T10:42:29.174Z","Included","auto","No","0","259","6400","30","6689","0.004"
"2025-08-05T10:42:07.188Z","Included","auto","No","0","99","6528","29","6656","0.004"
"2025-08-05T10:41:12.583Z","Included","auto","No","0","89","6528","93","6710","0.004"
"2025-08-05T10:41:04.977Z","Included","auto","No","0","6543","0","18","6561","0.01"
"2025-08-05T08:44:43.087Z","Included","auto","No","0","5891","0","216","6107","0.01"
"2025-08-05T07:46:45.381Z","Included","auto","No","0","7768","0","284","8052","0.02"
"2025-08-04T17:36:59.398Z","Included","auto","No","841","0","62224","69","63134","0.02"
"2025-08-04T17:35:24.722Z","Included","auto","No","19130","0","1226932","1972","1248034","0.33"
"2025-08-04T17:31:47.493Z","Included","auto","No","35239","0","1220462","2986","1258687","0.35"
